title,City,full_address,rank_in_city,total_in_rank_list,overall_rating,count_of_reviews,Excellet_count,VGood_count,Average_count,Poor_count,Terrible_count,full_link,link,rank_quartile,Room Count
Super 8 Clearwater/US Hwy 19 N,Clearwater,"22950 US Highway 19 N, Clearwater, FL 33765-1863",86,98,2.5,316,21,41,63,48,132,https://www.tripadvisor.com/Hotel_Review-g34141-d84268-Reviews-Super_8_Clearwater_US_Hwy_19_N-Clearwater_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34141-d84268-Reviews-Super_8_Clearwater_US_Hwy_19_N-Clearwater_Florida.html,4,100
Sunrise Resort Motel South,Clearwater,"229 Coronado Dr, Clearwater, FL 33767-2431",87,98,2.5,97,16,17,7,7,39,https://www.tripadvisor.com/Hotel_Review-g34141-d608374-Reviews-Sunrise_Resort_Motel_South-Clearwater_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34141-d608374-Reviews-Sunrise_Resort_Motel_South-Clearwater_Florida.html,4,24
Knights Inn Clearwater,Clearwater,"20788 US Highway 19 N, Clearwater, FL 33765-4436",88,98,2.5,98,15,9,12,12,44,https://www.tripadvisor.com/Hotel_Review-g34141-d578421-Reviews-Knights_Inn_Clearwater-Clearwater_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34141-d578421-Reviews-Knights_Inn_Clearwater-Clearwater_Florida.html,4,75
Rodeway Inn Clearwater,Clearwater,"16405 US Highway 19 N, Clearwater, FL 33764-6703",90,98,1.5,57,3,2,7,6,36,https://www.tripadvisor.com/Hotel_Review-g34141-d84259-Reviews-Rodeway_Inn_Clearwater-Clearwater_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34141-d84259-Reviews-Rodeway_Inn_Clearwater-Clearwater_Florida.html,4,50
Express Inn and Suites Clearwater,Clearwater,"11333 US Highway 19 N, Clearwater, FL 33764-7404",91,98,1.5,28,0,0,2,4,21,https://www.tripadvisor.com/Hotel_Review-g34141-d84226-Reviews-Express_Inn_and_Suites_Clearwater-Clearwater_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34141-d84226-Reviews-Express_Inn_and_Suites_Clearwater-Clearwater_Florida.html,4,55
Motel 6 Dallas Fair Park,Dallas,"I-30 & Exit 52 Jim Miller Rd, Dallas, TX 75228",172,212,1.5,21,0,1,2,4,13,https://www.tripadvisor.com/Hotel_Review-g55711-d2043022-Reviews-Motel_6_Dallas_Fair_Park-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d2043022-Reviews-Motel_6_Dallas_Fair_Park-Dallas_Texas.html,4,17
Motel 6 Dallas Northeast,Dallas,"10921 Estate Ln, Dallas, TX 75238-2342",173,212,1.5,13,0,2,0,3,8,https://www.tripadvisor.com/Hotel_Review-g55711-d244325-Reviews-Motel_6_Dallas_Northeast-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d244325-Reviews-Motel_6_Dallas_Northeast-Dallas_Texas.html,4,71
Super 8 Dallas Love Field Market Center,Dallas,"9229 John W Carpenter Fwy, Dallas, TX 75247-4517",174,212,2,115,3,9,19,30,52,https://www.tripadvisor.com/Hotel_Review-g55711-d98623-Reviews-Super_8_Dallas_Love_Field_Market_Center-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d98623-Reviews-Super_8_Dallas_Love_Field_Market_Center-Dallas_Texas.html,4,134
Deluxe Inn,Dallas,"4610 South R L Thornton Freeway, Dallas, TX 75224",175,212,1,5,0,0,0,1,4,https://www.tripadvisor.com/Hotel_Review-g55711-d109471-Reviews-Deluxe_Inn-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d109471-Reviews-Deluxe_Inn-Dallas_Texas.html,4,85
Executive Inn,Dallas,"12670 E Northwest Hwy, Dallas, TX 75228-8010",176,212,1.5,16,1,1,0,1,11,https://www.tripadvisor.com/Hotel_Review-g55711-d98653-Reviews-Executive_Inn-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d98653-Reviews-Executive_Inn-Dallas_Texas.html,4,120
Budget Suites of America-Dallas,Dallas,"9519 Forest Ln, Dallas, TX 75243-5901",177,212,2,24,1,4,2,2,15,https://www.tripadvisor.com/Hotel_Review-g55711-d109352-Reviews-Budget_Suites_of_America_Dallas-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d109352-Reviews-Budget_Suites_of_America_Dallas-Dallas_Texas.html,4,348
The Regency Hotel,Dallas,"11350 Lyndon B Johnson Fwy, Dallas, TX 75238-3163",178,212,1.5,131,5,5,10,14,91,https://www.tripadvisor.com/Hotel_Review-g55711-d98664-Reviews-The_Regency_Hotel-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d98664-Reviews-The_Regency_Hotel-Dallas_Texas.html,4,245
Super 7 Inn,Dallas,"4220 Independence Dr, Dallas, TX 75237-2909",179,212,1.5,8,0,0,2,0,6,https://www.tripadvisor.com/Hotel_Review-g55711-d223056-Reviews-Super_7_Inn-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d223056-Reviews-Super_7_Inn-Dallas_Texas.html,4,128
Motel 6 Dallas - North - Richardson,Dallas,"13185 N Central Expy, Dallas, TX 75243-1115",180,212,2.5,20,3,2,2,3,10,https://www.tripadvisor.com/Hotel_Review-g55711-d223632-Reviews-Motel_6_Dallas_North_Richardson-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d223632-Reviews-Motel_6_Dallas_North_Richardson-Dallas_Texas.html,4,62
Carefree Inn Dallas,Dallas,"2514 S Zang Blvd, Dallas, TX 75224-2814",181,212,2,7,1,0,1,1,4,https://www.tripadvisor.com/Hotel_Review-g55711-d589369-Reviews-Carefree_Inn_Dallas-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d589369-Reviews-Carefree_Inn_Dallas-Dallas_Texas.html,4,45
InTown Suites Dallas Northeast,Dallas,"9355 Forest Ln, Dallas, TX 75243-6256",183,212,1,2,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g55711-d224236-Reviews-InTown_Suites_Dallas_Northeast-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d224236-Reviews-InTown_Suites_Dallas_Northeast-Dallas_Texas.html,4,145
Walnut Inn,Dallas,"2611 Walnut Hill Ln, Dallas, TX 75229-5615",184,212,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g55711-d2685183-Reviews-Walnut_Inn-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d2685183-Reviews-Walnut_Inn-Dallas_Texas.html,4,45
Downtown Suites Dallas/Cotton Bowl,Dallas,"3422 Samuell Blvd, Dallas, TX 75223-1710",185,212,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g55711-d589535-Reviews-Downtown_Suites_Dallas_Cotton_Bowl-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d589535-Reviews-Downtown_Suites_Dallas_Cotton_Bowl-Dallas_Texas.html,4,49
Studio 6 Dallas Northwest,Dallas,"2395 Stemmons Trl, Dallas, TX 75220-5328",186,212,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g55711-d239871-Reviews-Studio_6_Dallas_Northwest-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d239871-Reviews-Studio_6_Dallas_Northwest-Dallas_Texas.html,4,189
InTown Suites Dallas North / Plano,Dallas,"19059 Preston Rd, Dallas, TX 75252-2444",188,212,1,2,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g55711-d260923-Reviews-InTown_Suites_Dallas_North_Plano-Dallas_Texas.html,https://www.tripadvisor.com/Hotel_Review-g55711-d260923-Reviews-InTown_Suites_Dallas_North_Plano-Dallas_Texas.html,4,121
Days Inn Daytona Beach Speedway,DaytonaBeach,"2900 W International Speedway Blvd, Daytona Beach, FL 32124-1032",55,74,2.5,814,149,115,139,143,254,https://www.tripadvisor.com/Hotel_Review-g34172-d88306-Reviews-Days_Inn_Daytona_Beach_Speedway-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d88306-Reviews-Days_Inn_Daytona_Beach_Speedway-Daytona_Beach_Florida.html,4,170
La Playa Resorts & Suites,DaytonaBeach,"2500 N Atlantic Ave, Daytona Beach, FL 32118-3204",56,74,2.5,515,84,99,72,75,161,https://www.tripadvisor.com/Hotel_Review-g34172-d80572-Reviews-La_Playa_Resorts_Suites-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d80572-Reviews-La_Playa_Resorts_Suites-Daytona_Beach_Florida.html,4,238
Ocean Breeze Club Hotel,DaytonaBeach,"640 N Atlantic Ave, Daytona Beach, FL 32118-3803",57,74,2.5,238,35,36,43,36,82,https://www.tripadvisor.com/Hotel_Review-g34172-d111545-Reviews-Ocean_Breeze_Club_Hotel-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d111545-Reviews-Ocean_Breeze_Club_Hotel-Daytona_Beach_Florida.html,4,206
Sunrise Inn Daytona,DaytonaBeach,"1503 S Atlantic Ave, Daytona Beach, FL 32118-4901",58,74,3,135,25,29,28,14,35,https://www.tripadvisor.com/Hotel_Review-g34172-d844489-Reviews-Sunrise_Inn_Daytona-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d844489-Reviews-Sunrise_Inn_Daytona-Daytona_Beach_Florida.html,4,28
Econo Lodge Oceanfront,DaytonaBeach,"1601 S Atlantic Ave, Daytona Beach, FL 32118-4903",59,74,3,112,19,17,19,16,32,https://www.tripadvisor.com/Hotel_Review-g34172-d2470906-Reviews-Econo_Lodge_Oceanfront-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d2470906-Reviews-Econo_Lodge_Oceanfront-Daytona_Beach_Florida.html,4,50
San Marina Motel,DaytonaBeach,"1001 N Atlantic Ave, Daytona Beach, FL 32118-3626",60,74,2,109,8,13,10,11,62,https://www.tripadvisor.com/Hotel_Review-g34172-d644498-Reviews-San_Marina_Motel-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d644498-Reviews-San_Marina_Motel-Daytona_Beach_Florida.html,4,8
La Bella Oceanfront Inn,DaytonaBeach,"1400 N Atlantic Ave, Daytona Beach, FL 32118-3502",61,74,2.5,113,19,19,10,12,41,https://www.tripadvisor.com/Hotel_Review-g34172-d241011-Reviews-La_Bella_Oceanfront_Inn-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d241011-Reviews-La_Bella_Oceanfront_Inn-Daytona_Beach_Florida.html,4,35
Happy Holiday Motel,DaytonaBeach,"1617 N Atlantic Ave, Daytona Beach, FL 32118-3404",62,74,3,15,7,0,1,0,7,https://www.tripadvisor.com/Hotel_Review-g34172-d610630-Reviews-Happy_Holiday_Motel-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d610630-Reviews-Happy_Holiday_Motel-Daytona_Beach_Florida.html,4,48
Travel Inn Daytona,DaytonaBeach,"850 S Ridgewood Ave, Daytona Beach, FL 32114-5348",63,74,2,15,2,1,1,2,9,https://www.tripadvisor.com/Hotel_Review-g34172-d3654315-Reviews-Travel_Inn_Daytona-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d3654315-Reviews-Travel_Inn_Daytona-Daytona_Beach_Florida.html,4,24
Motel 6 Daytona Beach,DaytonaBeach,"2992 W International Speedway Blvd, Daytona Beach, FL 32124-1009",65,74,2,41,0,2,8,7,22,https://www.tripadvisor.com/Hotel_Review-g34172-d7159168-Reviews-Motel_6_Daytona_Beach-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d7159168-Reviews-Motel_6_Daytona_Beach-Daytona_Beach_Florida.html,4,95
Royal Inn,DaytonaBeach,"810 S Ridgewood Ave, Daytona Beach, FL 32114-5348",66,74,2.5,13,0,1,1,3,5,https://www.tripadvisor.com/Hotel_Review-g34172-d601534-Reviews-Royal_Inn-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d601534-Reviews-Royal_Inn-Daytona_Beach_Florida.html,4,34
Red Carpet Inn Daytona Beach,DaytonaBeach,"1855 S Ridgewood Ave, Daytona Beach, FL 32119-2236",67,74,2,25,3,1,3,2,16,https://www.tripadvisor.com/Hotel_Review-g34172-d247764-Reviews-Red_Carpet_Inn_Daytona_Beach-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d247764-Reviews-Red_Carpet_Inn_Daytona_Beach-Daytona_Beach_Florida.html,4,30
Sunshine Inn of Daytona Beach,DaytonaBeach,"1234 S Ridgewood Ave, Daytona Beach, FL 32114-6178",68,74,1.5,3,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g34172-d3438564-Reviews-Sunshine_Inn_of_Daytona_Beach-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d3438564-Reviews-Sunshine_Inn_of_Daytona_Beach-Daytona_Beach_Florida.html,4,25
Heritage Inn,DaytonaBeach,"1100 S Ridgewood Ave, Daytona Beach, FL 32114-6110",69,74,1,22,1,0,0,1,18,https://www.tripadvisor.com/Hotel_Review-g34172-d1634331-Reviews-Heritage_Inn-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d1634331-Reviews-Heritage_Inn-Daytona_Beach_Florida.html,4,10
Host Inn,DaytonaBeach,"315 Bellevue Ave, Daytona Beach, FL 32114-5201",70,74,1,6,0,0,0,0,6,https://www.tripadvisor.com/Hotel_Review-g34172-d9761937-Reviews-Host_Inn-Daytona_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34172-d9761937-Reviews-Host_Inn-Daytona_Beach_Florida.html,4,27
Star Motel,Denver,"3850 Peoria St, Denver, CO 80239-3314",126,161,1.5,11,0,0,1,2,8,https://www.tripadvisor.com/Hotel_Review-g33388-d85355-Reviews-Star_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d85355-Reviews-Star_Motel-Denver_Colorado.html,4,130
Anchor Motel,Denver,"2323 S Broadway, Denver, CO 80210-5006",127,161,1.5,5,0,0,1,1,3,https://www.tripadvisor.com/Hotel_Review-g33388-d120099-Reviews-Anchor_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120099-Reviews-Anchor_Motel-Denver_Colorado.html,4,12
Stay Inn,Denver,"12033 E 38th Ave, Denver, CO 80239-3336",128,161,1.5,14,1,2,0,0,11,https://www.tripadvisor.com/Hotel_Review-g33388-d85338-Reviews-Stay_Inn-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d85338-Reviews-Stay_Inn-Denver_Colorado.html,4,93
Rodeway Inn & Suites,Denver,"4765 Federal Blvd, Denver, CO 80211-1129",129,161,1.5,125,3,5,11,17,86,https://www.tripadvisor.com/Hotel_Review-g33388-d83044-Reviews-Rodeway_Inn_Suites-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d83044-Reviews-Rodeway_Inn_Suites-Denver_Colorado.html,4,92
Western Motor Inn,Denver,"4757 Vasquez Blvd, Denver, CO 80216-3006",130,161,2,11,0,2,1,1,7,https://www.tripadvisor.com/Hotel_Review-g33388-d120006-Reviews-Western_Motor_Inn-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120006-Reviews-Western_Motor_Inn-Denver_Colorado.html,4,20
7 Star Motel,Denver,"8400 E Colfax Ave, Denver, CO 80220-2113",131,161,1.5,2,0,0,0,1,1,https://www.tripadvisor.com/Hotel_Review-g33388-d120003-Reviews-7_Star_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120003-Reviews-7_Star_Motel-Denver_Colorado.html,4,26
Town and Country Motel,Denver,"639 W 39th Ave, Denver, CO 80216-4801",132,161,2,5,1,0,0,0,4,https://www.tripadvisor.com/Hotel_Review-g33388-d120014-Reviews-Town_and_Country_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120014-Reviews-Town_and_Country_Motel-Denver_Colorado.html,4,28
Cameron Motel,Denver,"4500 E Evans Ave, Denver, CO 80222-5014",133,161,1,5,0,0,0,1,4,https://www.tripadvisor.com/Hotel_Review-g33388-d111550-Reviews-Cameron_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d111550-Reviews-Cameron_Motel-Denver_Colorado.html,4,35
Venture Inn,Denver,"7333 Pecos St, Denver, CO 80221-2763",134,161,1,4,0,0,0,0,4,https://www.tripadvisor.com/Hotel_Review-g33388-d83104-Reviews-Venture_Inn-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d83104-Reviews-Venture_Inn-Denver_Colorado.html,4,52
Broadway Motel,Denver,"1620 S Broadway, Denver, CO 80210-2610",135,161,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g33388-d120086-Reviews-Broadway_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120086-Reviews-Broadway_Motel-Denver_Colorado.html,4,29
Colonial Manor Motel,Denver,"2615 E 46th Ave, Denver, CO 80216-4009",136,161,1,2,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g33388-d120085-Reviews-Colonial_Manor_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120085-Reviews-Colonial_Manor_Motel-Denver_Colorado.html,4,26
La Vista Motel,Denver,"5500 E Colfax Ave, Denver, CO 80220-1412",137,161,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g33388-d120051-Reviews-La_Vista_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120051-Reviews-La_Vista_Motel-Denver_Colorado.html,4,8
Niagara Motel,Denver,"6701 E Colfax Ave, Denver, CO 80220-1703",138,161,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g33388-d120039-Reviews-Niagara_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d120039-Reviews-Niagara_Motel-Denver_Colorado.html,4,9
Bar X Motel,Denver,"5001 W Colfax Ave., Denver, CO 80204-1014",139,161,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g33388-d119998-Reviews-Bar_X_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d119998-Reviews-Bar_X_Motel-Denver_Colorado.html,4,13
Budget Inn Motel,Denver,"3975 N Colorado Blvd, Denver, CO 80205-3818",140,161,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g33388-d119949-Reviews-Budget_Inn_Motel-Denver_Colorado.html,https://www.tripadvisor.com/Hotel_Review-g33388-d119949-Reviews-Budget_Inn_Motel-Denver_Colorado.html,4,7
Fala Hotel,FortLauderdale,"3020 Seville St, Fort Lauderdale, FL 33304-4322",45,132,3.5,428,115,128,52,33,30,https://www.tripadvisor.com/Hotel_Review-g34227-d555843-Reviews-Fala_Hotel-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d555843-Reviews-Fala_Hotel-Fort_Lauderdale_Broward_County_Florida.html,3,24
Courtyard by Marriott Fort Lauderdale East,FortLauderdale,"5001 N Federal Hwy, Fort Lauderdale, FL 33308-3811",46,132,4,529,170,184,66,26,17,https://www.tripadvisor.com/Hotel_Review-g34227-d84433-Reviews-Courtyard_by_Marriott_Fort_Lauderdale_East-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d84433-Reviews-Courtyard_by_Marriott_Fort_Lauderdale_East-Fort_Lauderdale_Broward_County_Florida.html,3,106
Ocean Beach Palace Hotel and Suites,FortLauderdale,"4041 N Ocean Blvd, Fort Lauderdale, FL 33308-6419",47,132,4,219,48,65,24,4,7,https://www.tripadvisor.com/Hotel_Review-g34227-d1059880-Reviews-Ocean_Beach_Palace_Hotel_and_Suites-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d1059880-Reviews-Ocean_Beach_Palace_Hotel_and_Suites-Fort_Lauderdale_Broward_County_Florida.html,3,50
Courtyard Fort Lauderdale North/Cypress Creek,FortLauderdale,"2440 W Cypress Creek Rd, Fort Lauderdale, FL 33309-1829",50,132,4,352,128,128,52,16,6,https://www.tripadvisor.com/Hotel_Review-g34227-d87266-Reviews-Courtyard_Fort_Lauderdale_North_Cypress_Creek-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d87266-Reviews-Courtyard_Fort_Lauderdale_North_Cypress_Creek-Fort_Lauderdale_Broward_County_Florida.html,3,135
Tranquilo,FortLauderdale,"2909 Vistamar St, Fort Lauderdale, FL 33304-4017",51,132,4,706,250,152,41,21,14,https://www.tripadvisor.com/Hotel_Review-g34227-d298763-Reviews-Tranquilo-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d298763-Reviews-Tranquilo-Fort_Lauderdale_Broward_County_Florida.html,3,64
Royal Palms Resort & Spa,FortLauderdale,"717 Breakers Ave, Fort Lauderdale, FL 33304-4119",59,132,4.5,764,489,121,48,42,24,https://www.tripadvisor.com/Hotel_Review-g34227-d536459-Reviews-Royal_Palms_Resort_Spa-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d536459-Reviews-Royal_Palms_Resort_Spa-Fort_Lauderdale_Broward_County_Florida.html,3,66
Rodeway Inn & Suites Fort Lauderdale Airport Port Everglades Cruise Port,FortLauderdale,"2440 W State Road 84, Fort Lauderdale, FL 33312-4834",62,132,3.5,946,200,265,217,107,83,https://www.tripadvisor.com/Hotel_Review-g34227-d601614-Reviews-Rodeway_Inn_Suites_Fort_Lauderdale_Airport_Port_Everglades_Cruise_Port-Fort_Lauderdale_B.html,https://www.tripadvisor.com/Hotel_Review-g34227-d601614-Reviews-Rodeway_Inn_Suites_Fort_Lauderdale_Airport_Port_Everglades_Cruise_Port-Fort_Lauderdale_B.html,3,158
W Fort Lauderdale,FortLauderdale,"401 North Fort Lauderdale Beach Boulevard, Fort Lauderdale, FL 33304",64,132,3.5,104,37,22,15,19,6,https://www.tripadvisor.com/Hotel_Review-g34227-d658123-Reviews-W_Fort_Lauderdale-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d658123-Reviews-W_Fort_Lauderdale-Fort_Lauderdale_Broward_County_Florida.html,4,430
Beach Gardens,FortLauderdale,"533 Orton Ave, Fort Lauderdale, FL 33304-4004",69,132,4,254,78,45,27,11,11,https://www.tripadvisor.com/Hotel_Review-g34227-d285150-Reviews-Beach_Gardens-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d285150-Reviews-Beach_Gardens-Fort_Lauderdale_Broward_County_Florida.html,4,32
TownePlace Suites Fort Lauderdale West,FortLauderdale,"3100 W Prospect Rd, Fort Lauderdale, FL 33309-2558",70,132,4,182,62,49,30,12,14,https://www.tripadvisor.com/Hotel_Review-g34227-d87226-Reviews-TownePlace_Suites_Fort_Lauderdale_West-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d87226-Reviews-TownePlace_Suites_Fort_Lauderdale_West-Fort_Lauderdale_Broward_County_Florida.html,4,94
Ramada Fort Lauderdale Oakland Park,FortLauderdale,"3001 N Federal Hwy, Fort Lauderdale, FL 33306-1403",73,132,3.5,782,158,230,151,64,78,https://www.tripadvisor.com/Hotel_Review-g34227-d224798-Reviews-Ramada_Fort_Lauderdale_Oakland_Park-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d224798-Reviews-Ramada_Fort_Lauderdale_Oakland_Park-Fort_Lauderdale_Broward_County_Florida.html,4,100
Extended Stay America - Fort Lauderdale - Cypress Creek - NW 6th Way,FortLauderdale,"6001 NW 6th Way, Fort Lauderdale, FL 33309-6153",74,132,3.5,214,66,52,22,20,26,https://www.tripadvisor.com/Hotel_Review-g34227-d224812-Reviews-Extended_Stay_America_Fort_Lauderdale_Cypress_Creek_NW_6th_Way-Fort_Lauderdale_Broward_C.html,https://www.tripadvisor.com/Hotel_Review-g34227-d224812-Reviews-Extended_Stay_America_Fort_Lauderdale_Cypress_Creek_NW_6th_Way-Fort_Lauderdale_Broward_C.html,4,73
Tara Hotel,FortLauderdale,"524 Bayshore Dr, Fort Lauderdale, FL 33304-3914",80,132,4,87,25,20,7,6,6,https://www.tripadvisor.com/Hotel_Review-g34227-d5773089-Reviews-Tara_Hotel-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d5773089-Reviews-Tara_Hotel-Fort_Lauderdale_Broward_County_Florida.html,4,11
Four Points by Sheraton Fort Lauderdale Airport/Cruise Port,FortLauderdale,"1800 S Federal Hwy, Fort Lauderdale, FL 33316",82,132,3.5,38,9,10,7,6,5,https://www.tripadvisor.com/Hotel_Review-g34227-d84432-Reviews-Four_Points_by_Sheraton_Fort_Lauderdale_Airport_Cruise_Port-Fort_Lauderdale_Broward_Count.html,https://www.tripadvisor.com/Hotel_Review-g34227-d84432-Reviews-Four_Points_by_Sheraton_Fort_Lauderdale_Airport_Cruise_Port-Fort_Lauderdale_Broward_Count.html,4,112
Tropi Rock Resort,FortLauderdale,"2900 Belmar St, Fort Lauderdale, FL 33304-4003",93,132,3.5,352,79,88,48,33,21,https://www.tripadvisor.com/Hotel_Review-g34227-d84507-Reviews-Tropi_Rock_Resort-Fort_Lauderdale_Broward_County_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34227-d84507-Reviews-Tropi_Rock_Resort-Fort_Lauderdale_Broward_County_Florida.html,4,33
Galleria Inn & Suites,Houston,"9041 Westheimer Rd, Houston, TX 77063-3603",455,517,1.5,26,0,2,2,4,16,https://www.tripadvisor.com/Hotel_Review-g56003-d109734-Reviews-Galleria_Inn_Suites-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d109734-Reviews-Galleria_Inn_Suites-Houston_Texas.html,4,75
Hotel Preet Grand Conference Center,Houston,"11050 Southwest Fwy, Houston, TX 77074-1010",456,517,1.5,4,0,0,0,1,3,https://www.tripadvisor.com/Hotel_Review-g56003-d1164945-Reviews-Hotel_Preet_Grand_Conference_Center-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d1164945-Reviews-Hotel_Preet_Grand_Conference_Center-Houston_Texas.html,4,100
Holiday Inn Express & Suites Houston IAH - Beltway 8,Houston,"1920 N Sam Houston Pkwy E, Houston, TX 77032-3038",457,517,NA,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d12819026-Reviews-Holiday_Inn_Express_Suites_Houston_IAH_Beltway_8-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d12819026-Reviews-Holiday_Inn_Express_Suites_Houston_IAH_Beltway_8-Houston_Texas.html,4,
Guest Inn And Suites,Houston,"6009 North Fwy, Houston, TX 77076-3913",458,517,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g56003-d4137807-Reviews-Guest_Inn_And_Suites-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d4137807-Reviews-Guest_Inn_And_Suites-Houston_Texas.html,4,50
